feedback_id,customer_name,feedback,date,product,clean_feedback
1670,Rahul,Great service and fast delivery,2025-01-14,Mobile App,greatserviceandfastdelivery
1671,Manoj,Support team was very helpful,2025-08-28,Banking App,supportteamwasveryhelpful
1672,Anitha,"Amazing experience, highly recommend",2026-01-01,Headphones,amazingexperiencehighlyrecommend
1673,Anitha,Decent product,2025-04-27,Mobile App,decentproduct
1674,Priya,Great service and fast delivery,2025-10-05,E-commerce,greatserviceandfastdelivery
1675,Manoj,Very happy with the product,2025-02-12,Headphones,veryhappywiththeproduct
1676,Anitha,"Amazing experience, highly recommend",2025-05-07,Smart Watch,amazingexperiencehighlyrecommend
1677,Sneha,Okay for the price,2025-02-02,Banking App,okayfortheprice
1678,Arun,Worst product ever,2025-07-26,Smart Watch,worstproductever
1679,Suresh,Worst product ever,2025-11-26,Internet Service,worstproductever
1680,Divya,Poor quality and waste of money,2025-09-03,Internet Service,poorqualityandwasteofmoney
1681,Anitha,Acceptable performance,2025-10-15,Banking App,acceptableperformance
1682,Suresh,Average experience,2025-07-23,Laptop,averageexperience
1683,Divya,Very happy with the product,2025-05-24,Headphones,veryhappywiththeproduct
1684,Suresh,Excellent quality and very satisfied,2025-02-16,Internet Service,excellentqualityandverysatisfied
1685,Suresh,Support team was very helpful,2025-01-25,Mobile,supportteamwasveryhelpful
1686,Rahul,Acceptable performance,2025-05-08,Headphones,acceptableperformance
1687,Manoj,Very bad experience and disappointed,2025-10-31,Headphones,verybadexperienceanddisappointed
1688,Sneha,Acceptable performance,2025-08-04,Banking App,acceptableperformance
1689,Karthik,Very bad experience and disappointed,2025-06-02,E-commerce,verybadexperienceanddisappointed
1690,Suresh,Average experience,2025-01-07,Banking App,averageexperience
1691,Pooja,Okay for the price,2025-05-06,Mobile App,okayfortheprice
1692,Rahul,Worst product ever,2025-03-16,Mobile App,worstproductever
1693,Sneha,Average experience,2025-12-21,Internet Service,averageexperience
1694,Divya,Very bad experience and disappointed,2025-06-26,Smart Watch,verybadexperienceanddisappointed
1695,Rahul,Excellent quality and very satisfied,2025-10-15,Mobile App,excellentqualityandverysatisfied
1696,Rahul,Very happy with the product,2025-04-03,E-commerce,veryhappywiththeproduct
1697,Priya,"Amazing experience, highly recommend",2025-09-30,Internet Service,amazingexperiencehighlyrecommend
1698,Divya,Okay for the price,2025-06-30,Mobile App,okayfortheprice
1699,Manoj,Poor quality and waste of money,2025-02-28,Laptop,poorqualityandwasteofmoney
1700,Priya,Delivery was too late,2025-02-08,Headphones,deliverywastoolate
1701,Suresh,"Amazing experience, highly recommend",2025-02-19,Headphones,amazingexperiencehighlyrecommend
1702,Karthik,Very happy with the product,2025-04-02,Banking App,veryhappywiththeproduct
1703,Divya,Customer support did not respond,2025-12-07,Banking App,customersupportdidnotrespond
1704,Pooja,Average experience,2025-07-13,Headphones,averageexperience
1705,Karthik,Great service and fast delivery,2025-05-03,E-commerce,greatserviceandfastdelivery
1706,Rahul,Support team was very helpful,2025-04-29,Internet Service,supportteamwasveryhelpful
1707,Divya,Average experience,2025-05-06,Mobile,averageexperience
1708,Karthik,Okay for the price,2025-08-02,E-commerce,okayfortheprice
1709,Rahul,Very happy with the product,2025-05-21,Headphones,veryhappywiththeproduct
1710,Karthik,Poor quality and waste of money,2025-01-20,Banking App,poorqualityandwasteofmoney
1711,Manoj,Delivery was too late,2025-10-22,E-commerce,deliverywastoolate
1712,Karthik,Acceptable performance,2025-02-28,Mobile,acceptableperformance
1713,Rahul,"Amazing experience, highly recommend",2025-08-18,Mobile App,amazingexperiencehighlyrecommend
1714,Sneha,Worst product ever,2025-05-20,E-commerce,worstproductever
1715,Arun,Nothing special,2025-07-19,Banking App,nothingspecial
1716,Arun,"Amazing experience, highly recommend",2025-08-29,Headphones,amazingexperiencehighlyrecommend
1717,Pooja,Acceptable performance,2025-09-13,Mobile,acceptableperformance
1718,Divya,Poor quality and waste of money,2025-03-05,E-commerce,poorqualityandwasteofmoney
1719,Priya,Very bad experience and disappointed,2025-03-05,Internet Service,verybadexperienceanddisappointed
1720,Pooja,Decent product,2025-10-11,E-commerce,decentproduct
1721,Anitha,Worst product ever,2025-02-19,Mobile App,worstproductever
1722,Manoj,Support team was very helpful,2025-09-19,Mobile App,supportteamwasveryhelpful
1723,Manoj,Acceptable performance,2025-12-08,Laptop,acceptableperformance
1724,Divya,Support team was very helpful,2025-02-11,Internet Service,supportteamwasveryhelpful
1725,Pooja,Great service and fast delivery,2025-07-26,Banking App,greatserviceandfastdelivery
1726,Divya,Acceptable performance,2025-05-19,Mobile,acceptableperformance
1727,Suresh,"Amazing experience, highly recommend",2025-07-31,Headphones,amazingexperiencehighlyrecommend
1728,Pooja,Very happy with the product,2025-06-04,Internet Service,veryhappywiththeproduct
1729,Pooja,Okay for the price,2025-06-07,Headphones,okayfortheprice
1730,Manoj,Great service and fast delivery,2025-10-18,Headphones,greatserviceandfastdelivery
1731,Suresh,Delivery was too late,2025-05-02,Headphones,deliverywastoolate
1732,Suresh,Okay for the price,2025-03-20,E-commerce,okayfortheprice
1733,Manoj,Nothing special,2025-04-29,Headphones,nothingspecial
1734,Arun,Excellent quality and very satisfied,2025-01-12,E-commerce,excellentqualityandverysatisfied
1735,Arun,Customer support did not respond,2025-06-06,Laptop,customersupportdidnotrespond
1736,Priya,"Amazing experience, highly recommend",2025-07-22,Laptop,amazingexperiencehighlyrecommend
1737,Sneha,Excellent quality and very satisfied,2025-08-25,Internet Service,excellentqualityandverysatisfied
1738,Suresh,"Amazing experience, highly recommend",2025-05-20,Mobile App,amazingexperiencehighlyrecommend
1739,Sneha,Very happy with the product,2025-06-09,Mobile App,veryhappywiththeproduct
1740,Arun,Decent product,2025-06-30,Banking App,decentproduct
1741,Priya,Great service and fast delivery,2025-08-29,Laptop,greatserviceandfastdelivery
1742,Divya,Excellent quality and very satisfied,2025-09-22,E-commerce,excellentqualityandverysatisfied
1743,Arun,Average experience,2025-04-25,E-commerce,averageexperience
1744,Karthik,Support team was very helpful,2025-09-26,Headphones,supportteamwasveryhelpful
1745,Rahul,Worst product ever,2025-03-28,E-commerce,worstproductever
1746,Arun,Okay for the price,2025-11-26,E-commerce,okayfortheprice
1747,Divya,Nothing special,2025-07-09,Banking App,nothingspecial
1748,Divya,Delivery was too late,2025-09-14,Smart Watch,deliverywastoolate
1749,Divya,Delivery was too late,2025-08-05,E-commerce,deliverywastoolate
1750,Divya,Support team was very helpful,2025-02-01,Laptop,supportteamwasveryhelpful
1751,Manoj,Decent product,2025-05-10,Internet Service,decentproduct
1752,Karthik,Great service and fast delivery,2025-12-07,E-commerce,greatserviceandfastdelivery
1753,Arun,Okay for the price,2025-08-05,E-commerce,okayfortheprice
1754,Pooja,Average experience,2025-06-29,Smart Watch,averageexperience
1755,Priya,Average experience,2025-12-10,Smart Watch,averageexperience
1756,Divya,"Amazing experience, highly recommend",2025-02-23,Internet Service,amazingexperiencehighlyrecommend
1757,Sneha,Nothing special,2025-07-04,Laptop,nothingspecial
1758,Suresh,Poor quality and waste of money,2025-03-09,Smart Watch,poorqualityandwasteofmoney
1759,Suresh,Delivery was too late,2026-01-01,Mobile App,deliverywastoolate
1760,Sneha,Worst product ever,2025-06-17,Banking App,worstproductever
1761,Divya,Nothing special,2025-03-19,Headphones,nothingspecial
1762,Priya,"Amazing experience, highly recommend",2025-04-13,Smart Watch,amazingexperiencehighlyrecommend
1763,Rahul,Worst product ever,2025-03-01,Banking App,worstproductever
1764,Rahul,Very happy with the product,2025-09-06,Banking App,veryhappywiththeproduct
1765,Rahul,Poor quality and waste of money,2025-03-10,Mobile App,poorqualityandwasteofmoney
1766,Divya,Great service and fast delivery,2025-07-24,Smart Watch,greatserviceandfastdelivery
1767,Divya,Okay for the price,2025-12-10,Headphones,okayfortheprice
1768,Rahul,Okay for the price,2025-01-29,Banking App,okayfortheprice
1769,Sneha,Very happy with the product,2025-03-21,Mobile App,veryhappywiththeproduct
1770,Arun,Acceptable performance,2025-08-20,E-commerce,acceptableperformance
1771,Sneha,"Amazing experience, highly recommend",2025-08-13,Laptop,amazingexperiencehighlyrecommend
1772,Arun,Very bad experience and disappointed,2025-04-17,Mobile App,verybadexperienceanddisappointed
1773,Rahul,Worst product ever,2025-04-17,Mobile App,worstproductever
1774,Manoj,"Amazing experience, highly recommend",2025-04-27,Banking App,amazingexperiencehighlyrecommend
1775,Manoj,Decent product,2025-03-13,Smart Watch,decentproduct
1776,Sneha,Delivery was too late,2025-05-20,E-commerce,deliverywastoolate
1777,Anitha,Worst product ever,2025-11-18,Smart Watch,worstproductever
1778,Priya,Worst product ever,2025-03-30,Internet Service,worstproductever
1779,Anitha,Acceptable performance,2025-06-19,Mobile App,acceptableperformance
1780,Suresh,"Amazing experience, highly recommend",2025-06-22,Internet Service,amazingexperiencehighlyrecommend
1781,Divya,Great service and fast delivery,2025-10-30,Mobile App,greatserviceandfastdelivery
1782,Priya,Worst product ever,2025-01-12,Headphones,worstproductever
1783,Karthik,Support team was very helpful,2025-03-19,Laptop,supportteamwasveryhelpful
1784,Sneha,Great service and fast delivery,2025-08-20,Mobile App,greatserviceandfastdelivery
1785,Karthik,Decent product,2025-09-29,Laptop,decentproduct
1786,Rahul,Okay for the price,2025-10-04,Mobile App,okayfortheprice
1787,Arun,Excellent quality and very satisfied,2025-12-10,Mobile App,excellentqualityandverysatisfied
1788,Pooja,Great service and fast delivery,2025-02-09,Smart Watch,greatserviceandfastdelivery
1789,Karthik,Acceptable performance,2025-07-01,Mobile,acceptableperformance
1790,Arun,Okay for the price,2025-10-06,E-commerce,okayfortheprice
1791,Manoj,Nothing special,2025-03-06,Laptop,nothingspecial
1792,Manoj,Decent product,2025-05-11,Smart Watch,decentproduct
1793,Priya,Great service and fast delivery,2025-03-31,Mobile App,greatserviceandfastdelivery
1794,Rahul,Very happy with the product,2025-03-11,Mobile,veryhappywiththeproduct
1795,Rahul,Nothing special,2025-11-23,Smart Watch,nothingspecial
1796,Priya,"Amazing experience, highly recommend",2025-02-03,Laptop,amazingexperiencehighlyrecommend
1797,Manoj,Support team was very helpful,2025-07-08,Smart Watch,supportteamwasveryhelpful
1798,Manoj,Support team was very helpful,2025-05-11,Banking App,supportteamwasveryhelpful
1799,Divya,Customer support did not respond,2025-08-20,Mobile,customersupportdidnotrespond
1800,Divya,"Amazing experience, highly recommend",2025-08-02,Laptop,amazingexperiencehighlyrecommend
1801,Arun,Okay for the price,2025-09-10,Laptop,okayfortheprice
1802,Sneha,Customer support did not respond,2025-02-23,Laptop,customersupportdidnotrespond
1803,Sneha,Very bad experience and disappointed,2025-03-15,Headphones,verybadexperienceanddisappointed
1804,Arun,Poor quality and waste of money,2025-07-18,Banking App,poorqualityandwasteofmoney
1805,Divya,Okay for the price,2025-02-03,Internet Service,okayfortheprice
1806,Divya,Nothing special,2025-05-17,Headphones,nothingspecial
1807,Karthik,Nothing special,2025-03-21,Mobile,nothingspecial
1808,Manoj,Excellent quality and very satisfied,2025-05-04,E-commerce,excellentqualityandverysatisfied
1809,Karthik,Nothing special,2025-04-26,Mobile App,nothingspecial
1810,Karthik,Poor quality and waste of money,2025-02-16,Banking App,poorqualityandwasteofmoney
1811,Pooja,"Amazing experience, highly recommend",2025-03-10,Laptop,amazingexperiencehighlyrecommend
1812,Priya,Great service and fast delivery,2025-03-13,E-commerce,greatserviceandfastdelivery
1813,Pooja,Excellent quality and very satisfied,2025-11-12,Smart Watch,excellentqualityandverysatisfied
1814,Manoj,Delivery was too late,2025-05-14,E-commerce,deliverywastoolate
1815,Manoj,Nothing special,2025-08-28,E-commerce,nothingspecial
1816,Manoj,Delivery was too late,2025-02-18,Mobile,deliverywastoolate
1817,Pooja,Very bad experience and disappointed,2025-05-29,Smart Watch,verybadexperienceanddisappointed
1818,Suresh,Customer support did not respond,2025-09-06,E-commerce,customersupportdidnotrespond
1819,Priya,Nothing special,2025-09-07,Headphones,nothingspecial
1820,Suresh,Worst product ever,2025-12-02,Banking App,worstproductever
1821,Anitha,Poor quality and waste of money,2025-07-20,Smart Watch,poorqualityandwasteofmoney
1822,Karthik,Nothing special,2025-03-26,Internet Service,nothingspecial
1823,Manoj,Decent product,2025-05-10,Headphones,decentproduct
1824,Rahul,Support team was very helpful,2025-01-17,Headphones,supportteamwasveryhelpful
1825,Pooja,Very bad experience and disappointed,2025-11-08,Laptop,verybadexperienceanddisappointed
1826,Arun,"Amazing experience, highly recommend",2025-12-07,Laptop,amazingexperiencehighlyrecommend
1827,Manoj,Excellent quality and very satisfied,2025-12-05,Mobile App,excellentqualityandverysatisfied
1828,Sneha,Acceptable performance,2025-03-12,Smart Watch,acceptableperformance
1829,Pooja,Excellent quality and very satisfied,2025-06-27,Laptop,excellentqualityandverysatisfied
1830,Karthik,Decent product,2025-11-16,Banking App,decentproduct
1831,Divya,Delivery was too late,2025-03-10,Headphones,deliverywastoolate
1832,Manoj,Average experience,2025-03-30,Internet Service,averageexperience
1833,Priya,Support team was very helpful,2025-10-02,Laptop,supportteamwasveryhelpful
1834,Sneha,Nothing special,2025-06-14,Mobile,nothingspecial
1835,Anitha,Poor quality and waste of money,2025-02-21,Banking App,poorqualityandwasteofmoney
1836,Rahul,"Amazing experience, highly recommend",2025-05-31,Mobile,amazingexperiencehighlyrecommend
1837,Manoj,Acceptable performance,2025-04-24,Smart Watch,acceptableperformance
1838,Suresh,Very bad experience and disappointed,2025-05-17,Internet Service,verybadexperienceanddisappointed
1839,Sneha,Very happy with the product,2025-01-31,Laptop,veryhappywiththeproduct
1840,Suresh,Okay for the price,2025-10-05,Banking App,okayfortheprice
1841,Rahul,Support team was very helpful,2025-03-01,Mobile,supportteamwasveryhelpful
1842,Divya,Poor quality and waste of money,2025-09-21,Mobile App,poorqualityandwasteofmoney
1843,Suresh,"Amazing experience, highly recommend",2025-10-28,Banking App,amazingexperiencehighlyrecommend
1844,Priya,Nothing special,2025-07-20,Mobile,nothingspecial
1845,Rahul,Very bad experience and disappointed,2025-10-29,Headphones,verybadexperienceanddisappointed
1846,Arun,Delivery was too late,2025-08-05,Smart Watch,deliverywastoolate
1847,Pooja,Great service and fast delivery,2025-04-06,Internet Service,greatserviceandfastdelivery
1848,Priya,Support team was very helpful,2025-09-01,Smart Watch,supportteamwasveryhelpful
1849,Suresh,Delivery was too late,2025-02-01,Smart Watch,deliverywastoolate
